Time,STATUS,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
106.240000000038,12582912,-1467,752,775,-18003,-15428,-17202,-15277,-15152
106.244000000038,12582912,-5043,1835,-675,-32768,-32768,-32768,-32768,-32768
106.248000000038,12582912,-1293,179,-1047,-1211,-1273,-1795,-3125,-1902
106.252000000038,12582912,4324,-1797,420,32767,32767,32767,32767,32767
106.256000000038,12582912,4062,-1007,1593,25282,23085,25284,25088,22787
106.260000000038,12582912,-1625,870,800,-19238,-16397,-18404,-16577,-16420
106.264000000038,12582912,-5024,1864,-588,-32768,-32768,-32768,-32768,-32768
106.268000000038,12582912,-1058,123,-1021,202,3,-417,-1920,-841
106.272000000038,12582912,4472,-1808,410,32767,32767,32767,32767,32767
106.276000000038,12582912,3941,-955,1516,23216,21162,23224,23084,20834
106.280000000038,12582912,-1744,960,771,-20463,-17548,-19694,-17827,-17592
106.284000000038,12582912,-4993,1857,-586,-32768,-32768,-32768,-32768,-32768
106.288000000038,12582912,-804,83,-985,1887,1522,1254,-320,601
106.292000000038,12582912,4581,-1813,387,32767,32767,32767,32767,32767
106.296000000038,12582912,3777,-955,1474,21834,19850,21820,21833,19558
106.300000000038,12582912,-1959,997,706,-21898,-18840,-21110,-19208,-18938
106.304000000038,12582912,-5066,1788,-776,-32768,-32768,-32768,-32768,-32768
106.308000000038,12582912,-618,-83,-973,4044,3485,3366,1718,2553
106.312000000038,12582912,4641,-1782,565,32767,32767,32767,32767,32767
106.316000000038,12582912,3581,-854,1580,20663,18955,20768,20772,18585
106.320000000038,12582912,-2112,1039,762,-22740,-19498,-21862,-20063,-19692
106.324000000038,12582912,-5083,1771,-733,-32768,-32768,-32768,-32768,-32768
106.328000000038,12582912,-416,-148,-1034,4923,4008,4187,2345,3123
106.332000000038,12582912,4729,-1873,461,32767,32767,32767,32767,32767
106.336000000038,12582912,3378,-824,1527,19130,17399,19220,19265,17156
106.340000000038,12582912,-2288,1033,659,-24049,-20854,-23197,-21497,-21012
106.344000000038,12582912,-5103,1700,-856,-32768,-32768,-32768,-32768,-32768
106.348000000038,12582912,-237,-282,-1045,6638,5479,5842,3933,4673
106.352000000038,12582912,4763,-1910,457,32767,32767,32767,32767,32767
106.356000000038,12582912,3250,-760,1504,18024,16515,18220,18276,16292
106.360000000038,12582912,-2388,1129,598,-24487,-21115,-23573,-21921,-21306
106.364000000038,12582912,-5023,1727,-890,-32768,-32768,-32768,-32768,-32768
