Time,STATUS,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
74.0719999999986,12582912,-341351,-125594,6370976,-7767164,-4079545,-4071485,-3136511,-4309794
74.0759999999986,12582912,-341481,-125814,6373286,-7766762,-4079047,-4071031,-3136214,-4309390
74.0799999999986,12582912,-341612,-125899,6372760,-7766847,-4078837,-4071062,-3136254,-4309429
74.0839999999986,12582912,-341754,-125904,6370051,-7767121,-4078773,-4071189,-3136425,-4309625
74.0879999999986,12582912,-341897,-126073,6368634,-7766992,-4078469,-4070984,-3136366,-4309496
74.0919999999986,12582912,-342046,-126385,6369933,-7766545,-4077881,-4070542,-3136097,-4309121
74.0959999999986,12582912,-342191,-126644,6371952,-7766177,-4077308,-4070131,-3135820,-4308802
74.0999999999986,12582912,-342296,-126737,6371200,-7766234,-4077111,-4070022,-3135812,-4308799
74.1039999999986,12582912,-342377,-126757,6369404,-7766437,-4077072,-4070047,-3135882,-4308904
74.1079999999986,12582912,-342487,-126927,6368954,-7766252,-4076739,-4069721,-3135738,-4308674
74.1119999999986,12582912,-342616,-127216,6370954,-7765775,-4076118,-4069228,-3135397,-4308264
74.1159999999987,12582912,-342725,-127436,6372703,-7765390,-4075531,-4068897,-3135106,-4307943
74.1199999999987,12582912,-342852,-127504,6372097,-7765419,-4075262,-4068862,-3135100,-4307939
74.1239999999987,12582912,-342973,-127534,6369645,-7765647,-4075222,-4068881,-3135217,-4308091
74.1279999999987,12582912,-343125,-127706,6368663,-7765490,-4074914,-4068578,-3135090,-4307934
74.1319999999987,12582912,-343265,-128014,6370106,-7764978,-4074317,-4067984,-3134705,-4307466
74.1359999999987,12582912,-343341,-128257,6372083,-7764531,-4073834,-4067497,-3134351,-4307057
74.1399999999987,12582912,-343426,-128317,6371633,-7764436,-4073580,-4067312,-3134242,-4306956
74.1439999999987,12582912,-343527,-128359,6369273,-7764573,-4073518,-4067249,-3134299,-4307026
74.1479999999987,12582912,-343679,-128520,6369050,-7764322,-4073165,-4066881,-3134083,-4306781
74.1519999999987,12582912,-343816,-128801,6370884,-7763742,-4072552,-4066277,-3133630,-4306275
74.1559999999987,12582912,-343917,-129085,6371806,-7763241,-4071966,-4065756,-3133254,-4305837
74.1599999999987,12582912,-343993,-129193,6370613,-7763251,-4071671,-4065629,-3133206,-4305779
74.1639999999987,12582912,-344084,-129259,6368294,-7763465,-4071493,-4065656,-3133275,-4305844
74.1679999999987,12582912,-344211,-129441,6367654,-7763284,-4070996,-4065329,-3133091,-4305612
74.1719999999987,12582912,-344337,-129729,6369634,-7762740,-4070233,-4064818,-3132680,-4305136
74.1759999999987,12582912,-344484,-129952,6371305,-7762302,-4069544,-4064452,-3132357,-4304766
74.1799999999987,12582912,-344592,-130031,6370368,-7762337,-4069220,-4064429,-3132337,-4304748
74.1839999999987,12582912,-344677,-130062,6368243,-7762487,-4069016,-4064451,-3132367,-4304826
74.1879999999987,12582912,-344817,-130254,6367813,-7762174,-4068566,-4064124,-3132092,-4304550
74.1919999999987,12582912,-344937,-130577,6369396,-7761591,-4067958,-4063607,-3131636,-4304034
74.1959999999987,12582912,-345067,-130835,6370828,-7761168,-4067489,-4063202,-3131309,-4303682
74.1999999999988,12582912,-345149,-130922,6370016,-7761169,-4067347,-4063109,-3131234,-4303619
74.2039999999988,12582912,-345276,-130959,6367895,-7761290,-4067257,-4063127,-3131236,-4303666
74.2079999999988,12582912,-345388,-131152,6367138,-7761138,-4066973,-4062867,-3131099,-4303518
74.2119999999988,12582912,-345527,-131444,6368968,-7760656,-4066453,-4062316,-3130741,-4303084
74.2159999999988,12582912,-345644,-131666,6370327,-7760264,-4066035,-4061920,-3130426,-4302759
74.2199999999988,12582912,-345746,-131749,6369040,-7760303,-4065853,-4061885,-3130390,-4302748
74.2239999999988,12582912,-345854,-131795,6366366,-7760474,-4065727,-4061941,-3130481,-4302845
74.2279999999988,12582912,-345968,-131962,6366174,-7760319,-4065320,-4061689,-3130369,-4302660
74.2319999999988,12582912,-346082,-132256,6367727,-7759814,-4064476,-4061199,-3130015,-4302212
74.2359999999988,12582912,-346198,-132502,6369467,-7759377,-4063493,-4060807,-3129657,-4301829
74.2399999999988,12582912,-346319,-132596,6368787,-7759389,-4062992,-4060806,-3129596,-4301808
74.2439999999988,12582912,-346396,-132666,6366474,-7759528,-4062702,-4060869,-3129641,-4301907
74.2479999999988,12582912,-346513,-132846,6366531,-7759309,-4062115,-4060586,-3129439,-4301701
74.2519999999988,12582912,-346655,-133186,6368049,-7758815,-4061346,-4060016,-3129053,-4301236
74.2559999999988,12582912,-346798,-133482,6369041,-7758408,-4060708,-4059510,-3128694,-4300860
74.2599999999988,12582912,-346899,-133566,6368230,-7758411,-4060324,-4059363,-3128609,-4300818
74.2639999999988,12582912,-347012,-133598,6366166,-7758527,-4059988,-4059260,-3128597,-4300848
74.2679999999988,12582912,-347130,-133806,6365822,-7758249,-4059456,-4058851,-3128387,-4300627
74.2719999999988,12582912,-347279,-134115,6367559,-7757729,-4058817,-4058291,-3128042,-4300226
74.2759999999988,12582912,-347399,-134357,6368823,-7757421,-4058284,-4057934,-3127807,-4299960
74.2799999999989,12582912,-347496,-134450,6368651,-7757529,-4058075,-4057976,-3127837,-4300005
74.2839999999989,12582912,-347597,-134503,6367194,-7757732,-4058017,-4058086,-3127967,-4300159
