HFD_CH1,HFD_CH2,HFD_CH3,HFD_CH4,HFD_CH5,HFD_CH6,HFD_CH7,HFD_CH8
2.458101067859465,2.449490665962458,2.443488394760764,2.4791355469784397,2.479238214567475,2.482684442620823,2.474229492037563,2.4656037467863667
2.5159058398531493,2.478632995969895,2.318449878155465,2.5263895228438855,2.521473670093517,2.526873240080535,2.5231994176559893,2.51707404426796
1.313201244602626,1.5766170173532132,1.5083090286280552,1.7098470549629696,1.1740974004237723,1.5693157696439277,1.3553630987671403,1.3431770305072483
2.026481225764607,1.676479982190273,1.6647492902149321,1.8659655096429744,1.8271347085587903,1.878556374369106,1.8558537473604944,1.349483083416799
1.781065126575912,1.6056822276127551,1.8690952588154506,1.298808726711004,1.4379124564096364,1.460050444619185,1.831006058293077,1.5892113670280492
1.781065126575912,1.6056822276127551,1.8690952588154506,1.298808726711004,1.4379124564096364,1.460050444619185,1.831006058293077,0.0
1.1357886060503983,1.0380357583731596,1.0655143418121793,1.0328494609158538,1.0191588137945056,1.060854889644366,1.0115125284108946,1.0162505747808401
1.0585156912900493,1.0537482593366312,1.2190009625691667,1.0380272365026426,1.0309966580825816,1.037205517424175,1.020845261446408,1.027250051981725
1.294118151453583,1.2471591258639878,1.764771876537748,1.464212154038872,1.6705933873770948,1.6784605765396863,1.3502444586935265,1.625590784381117
