Time,STATUS,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
1.064,12582912,-449,-41,-20,3,909,1345,825,929
1.068,12582912,238,69,33,2,1543,1550,1308,1437
1.072,12582912,603,55,99,2,1541,1471,1351,1670
1.076,12582912,165,-5,65,2,834,1115,839,1184
1.08,12582912,-427,-90,59,2,429,880,350,552
1.084,12582912,-298,-47,95,2,712,815,349,362
1.088,12582912,408,61,138,2,1355,895,717,728
1.092,12582912,692,68,173,2,1375,730,693,857
1.096,12582912,205,-44,179,2,772,424,265,496
1.1,12582912,-334,-92,138,2,196,190,-174,-109
1.104,12582912,-130,-59,191,2,456,262,14,-91
1.108,12582912,543,43,226,2,1102,461,473,442
1.112,12582912,739,38,248,2,1060,373,467,643
1.116,12582912,216,-64,225,1,345,115,39,273
1.12,12582912,-285,-113,188,1,-65,77,-175,-81
1.124,12582912,-39,-69,224,1,359,406,217,197
1.128,12582912,639,21,262,1,1101,801,878,916
1.132,12582912,778,14,256,1,1072,844,985,1221
1.136,12582912,208,-117,249,1,318,483,454,727
1.14,12582912,-249,-149,197,1,-82,288,96,236
1.144,12582912,9,-68,198,1,260,454,317,335
1.148,12582912,652,7,239,1,668,565,688,775
1.152,12582912,702,1,213,1,238,175,334,633
1.156,12582912,96,-79,137,0,-883,-562,-610,-277
1.16,12582912,-352,-125,111,0,-1493,-987,-1221,-1038
1.164,12582912,-33,-61,124,0,-1014,-767,-904,-821
1.168,12582912,609,48,124,0,-304,-420,-330,-158
1.172,12582912,674,7,115,0,-461,-453,-366,-33
1.176,12582912,51,-95,66,0,-1136,-718,-882,-469
1.18,12582912,-332,-99,1,0,-1289,-748,-1033,-801
1.184,12582912,22,-40,26,0,-758,-516,-632,-531
1.188,12582912,582,40,43,0,-263,-306,-181,3
1.192,12582912,554,46,-17,0,-538,-527,-414,-55
1.196,12582912,-54,-55,-81,0,-1383,-1025,-1146,-786
1.2,12582912,-427,-76,-116,0,-1710,-1220,-1485,-1313
1.204,12582912,-37,15,-112,0,-1011,-833,-987,-928
1.208,12582912,538,77,-86,0,-435,-579,-475,-337
1.212,12582912,416,47,-121,0,-653,-673,-593,-290
1.216,12582912,-207,-36,-192,0,-1287,-904,-1111,-789
1.22,12582912,-472,-65,-200,0,-1132,-684,-995,-856
1.224,12582912,-54,4,-154,0,-389,-290,-429,-367
1.228,12582912,461,77,-141,0,38,-116,-29,139
1.232,12582912,300,66,-190,0,-471,-474,-405,-120
1.236,12582912,-363,-36,-229,0,-1388,-1019,-1218,-929
1.24,12582912,-629,-51,-223,0,-1398,-1077,-1390,-1242
1.244,12582912,-143,54,-193,0,-654,-740,-853,-801
1.248,12582912,397,113,-158,0,-274,-570,-461,-314
1.252,12582912,178,52,-177,0,-775,-818,-801,-509
1.256,12582912,-508,-21,-224,0,-1280,-971,-1240,-947
1.26,12582912,-667,-26,-203,0,-807,-467,-862,-723
1.264,12582912,-147,82,-170,0,282,239,107,109
1.268,12582912,372,138,-142,0,917,689,786,884
1.272,12582912,138,76,-155,0,550,615,611,836
1.276,12582912,-470,-38,-159,0,-120,386,85,287
1.28,12582912,-543,-23,-141,0,128,572,230,233
1.284,12582912,70,64,-76,0,957,1010,943,823
