Time,STATUS,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
2.004,12582912,-164,-683,0,767,595,629,869,-3042
2.008,12582912,-16,212,0,-160,104,248,256,-2894
2.012,12582912,169,797,-6,-1054,-625,-418,-534,-3026
2.016,12582912,150,228,-3,-736,-656,-531,-557,-3020
2.02,12582912,-28,-642,0,274,7,-16,141,-2678
2.024,12582912,-145,-671,2,550,379,400,537,-2211
2.028,12582912,-51,206,2,-375,-130,33,-47,-2121
2.032,12582912,96,759,1,-1264,-859,-613,-860,-2296
2.036,12582912,84,252,-2,-957,-874,-747,-881,-2300
2.04,12582912,-71,-621,0,28,-211,-230,-184,-1979
2.044,12582912,-178,-698,-5,299,125,177,205,-1598
2.048,12582912,-108,150,0,-578,-305,-144,-334,-1515
2.052,12582912,71,782,-2,-1469,-1023,-796,-1134,-1743
2.056,12582912,38,286,-2,-1135,-1015,-907,-1151,-1764
2.06,12582912,-150,-642,5,-85,-357,-328,-424,-1456
2.064,12582912,-259,-726,5,244,81,126,18,-1099
2.068,12582912,-166,151,2,-605,-363,-179,-506,-1044
2.072,12582912,10,754,1,-1486,-1057,-786,-1288,-1235
2.076,12582912,19,260,-1,-1152,-1074,-920,-1298,-1345
2.08,12582912,-151,-618,-1,-127,-451,-417,-576,-1103
2.084,12582912,-295,-744,-1,243,-23,77,-112,-740
2.088,12582912,-204,114,2,-593,-427,-172,-603,-668
2.092,12582912,-17,726,-3,-1482,-1108,-816,-1362,-891
2.096,12582912,-3,274,7,-1180,-1147,-950,-1363,-970
2.1,12582912,-162,-644,2,-104,-453,-396,-578,-733
2.104,12582912,-263,-759,0,367,36,106,-31,-352
2.108,12582912,-157,104,0,-463,-322,-165,-455,-256
2.112,12582912,34,771,-3,-1313,-944,-744,-1176,-402
2.116,12582912,42,330,-2,-989,-935,-840,-1137,-486
2.12,12582912,-112,-600,-5,74,-247,-290,-354,-257
2.124,12582912,-235,-766,2,559,266,241,212,117
2.128,12582912,-144,83,5,-230,-105,25,-172,198
2.132,12582912,49,790,-6,-1120,-770,-597,-906,20
2.136,12582912,76,336,0,-856,-708,-713,-871,-73
2.14,12582912,-52,-565,0,242,11,-150,-94,176
2.144,12582912,-140,-741,1,772,492,378,487,540
2.148,12582912,-41,139,-7,23,178,164,88,619
2.152,12582912,136,849,4,-888,-444,-479,-613,441
2.156,12582912,161,417,4,-651,-493,-605,-628,300
2.16,12582912,30,-482,0,411,202,-30,159,516
2.164,12582912,-78,-678,1,939,676,489,744,845
2.168,12582912,42,157,1,179,343,248,341,887
2.172,12582912,246,875,-2,-776,-350,-434,-414,600
2.176,12582912,273,477,-3,-566,-385,-571,-470,420
2.18,12582912,126,-420,-1,481,256,-34,299,613
2.184,12582912,0,-610,2,981,743,465,849,909
