HFD_CH1,HFD_CH2,HFD_CH3,HFD_CH4,HFD_CH5,HFD_CH6,HFD_CH7,HFD_CH8,Class
1.7672207941763785,1.827195276843114,1.814418274344336,1.6908621388584713,1.642264924354693,1.688029641960697,1.765029938068854,1.7014498923965036,1
1.1503274605784295,1.2727745215757522,1.2158407803858455,1.111145244686347,1.1719135080786955,1.16785213470147,1.1794761566551972,1.1334286897338055,1
1.6933316715132702,1.6952815717405956,1.56731093103456,1.810257884171132,1.7930928255924428,1.794569975273539,1.901030650900234,1.718983146681344,1
1.0270301401499609,1.0084258317360253,1.0044078907582163,1.1386672428039388,0.0,1.105193900001047,1.1236640172972985,1.008908019304438,1
1.981192747549414,1.9762043884265104,1.9710004611231795,1.9925219801152805,1.9919492387668407,1.9944188277042327,1.990591127643208,1.9845761781526827,0
2.026481225764607,1.676479982190273,1.664749290214932,1.8659655096429744,1.8271347085587903,1.878556374369106,1.8558537473604944,1.349483083416799,0
-1.287892346295166,-1.0577088574323514,-1.1482160468085345,-1.1546744550443069,-1.0998414692457923,-1.0706767052453652,-1.2032869725295054,0.0,0
-1.309081836847707,-1.0625942693490156,-1.1591589472801804,-1.1643052955066484,-1.1115913569487923,-1.0839685596314073,-1.2145965072137428,0.0,0
1.0420750633989857,1.989334504455664,1.1791740871008074,0.0,1.990106648202056,1.1189680300163347,1.3836719186469033,1.2050452262518736,1
-1.2878029234104946,-1.016384416341632,-1.1219410052137293,-1.1237247199281304,-1.078852296012194,-1.05635268010773,-1.1752303194148377,0.0,0
1.0387709364167352,1.0133506738381843,1.0434747469763217,1.0122908847747878,1.0290559300005084,1.0297568024497388,1.0281337414115526,1.0137578846300996,0
1.464756715606722,1.49639907205306,1.3867527557585664,1.7177588823288776,1.6841910354402123,1.6923675697343463,1.8626900525723733,1.504183602802329,1
1.981795545850122,1.9785090684794977,1.969455102440245,1.9957116135471773,1.9949715809549868,1.9982267175482469,1.993594803955461,1.9857791762326864,0
1.5500568121259648,1.3660644001127804,1.8747422058976804,1.672547149833275,1.7845075063600395,1.7906029153100975,1.62895870091279,1.766398326419579,0
1.297570725012434,1.5697182169792376,1.391978933433914,1.2704176381500216,1.3507340732272013,1.3117146882113735,1.3586993251339974,1.2597225011531523,1
1.160189281281022,1.151932145608096,1.3151948208784316,1.2234679884857151,1.3142943211299287,1.3003769875519295,1.1759023442834815,1.2721548762537438,0
1.112419744922479,1.0392272354277732,1.055549593281743,1.049689824366182,1.0209371177849027,1.0766664057023176,1.0091056983602094,1.0175188770193089,0
1.040390953104625,1.0149755094508286,1.0531202221161793,1.0138744546563614,1.036221565449235,1.0328157583272537,1.040823631688458,1.0141458448376053,0
1.835415758443228,1.741550334428862,1.951544858857676,1.8659005153035384,1.9151198607421165,1.9177159258539205,1.8640693180057168,1.9086364487250136,0
1.0204974499350692,1.9179962723246555,1.34907094473209,0.0,1.923018673427549,1.216372446155073,1.748945367475586,1.0691621665519044,1
1.0188743271612013,1.6467808633807255,1.308661585846798,0.0,1.6460138111263014,1.1598326025785124,1.293189344975593,1.0851493387449265,1
2.037675330560207,2.036232547912984,2.032894525426235,2.043822038183668,2.0438197812201766,2.044958086676593,2.0430356053827303,2.041130309137698,0
2.5159058398531493,2.478632995969895,2.318449878155465,2.526389522843885,2.521473670093517,2.526873240080535,2.5231994176559893,2.51707404426796,0
1.2728424022336902,1.23326228870234,1.19912349542503,1.2980802134924088,1.2939724248619224,1.294361506136374,1.4637751909856218,1.329732294362992,1
1.0430979849541906,1.0192603857987268,1.2473297163993553,1.0944731602617073,1.1287915988564023,1.1319012306123153,1.0667449543698408,1.0758059610150197,0
1.0990396581696686,1.99673596743362,1.12823031700603,0.0,1.9966487827588768,1.1836621480405334,1.3807054182855607,1.4474059452291552,1
1.0546576652130668,1.0220218245008454,1.27303271188323,1.11086608672597,1.154013454714116,1.1543282182176018,1.082074401785076,1.085954959386803,0
1.848445063503864,1.8941363496614343,1.8819069994181368,1.7872308330175417,1.7559384223980854,1.7965031244050251,1.8458457332945493,1.8917406072118363,1
1.931592954609948,1.947032659074796,1.9430292743941744,1.9372032075787844,1.9378224150695509,1.937107493181216,1.937644840388597,1.9383677630745504,0
1.975448347064937,2.0655156593893635,2.16925135957046,1.7682837440350554,1.867344223492413,1.6819731648803642,2.2101139267349814,0.0,0
-1.2878029234104946,-1.016384416341632,-1.1219410052137293,-1.1237247199281304,-1.078852296012194,-1.05635268010773,-1.1752303194148377,-1.1606369943408932,0
1.313201244602626,1.5766170173532132,1.5083090286280552,1.7098470549629696,1.1740974004237723,1.5693157696439275,1.3553630987671403,1.3431770305072483,0
1.0612788289333783,1.0284002560105368,1.0999515286494606,1.0249596809123824,1.0646950717482375,1.046608347702214,1.1016315696587085,1.0167069646102789,0
1.7340832081059374,1.8543314887500604,1.778809101727569,1.6321623858155156,1.5828102120990095,1.6350062031709327,1.728791078621858,1.658781456378604,1
1.021226127384588,1.9694307960251527,1.26755805402573,0.0,1.9715173122962333,1.122495615495939,1.528749111731725,1.07790814996631,1
-0.8364956214271662,-0.5292279890910853,-0.645592555734039,-0.6319109954631339,-0.6343755210239975,-0.6409154686323161,-0.6745624971869916,-0.938243448625025,0
1.8583071714723027,1.9239885380507864,1.8883245798375168,1.7994940355902056,1.7733469847237011,1.8091456178995924,1.8535159876848697,1.8925564300137667,1
1.29272826206729,1.2824493754702373,1.298007231124317,1.218141779734247,1.2193922504470145,1.2259377409256669,1.3550622268861952,1.2416493688678856,1
1.4239273375810249,2.15805785450393,2.6374685241966964,1.7232066479815185,1.6543710309972786,1.5444455121019,1.5925012972746502,2.6137833153850587,1
2.0547289472257164,2.062104298698911,2.0099378144506974,2.063852276646184,2.063197820473521,2.063663910466397,2.0633214351231395,2.063069781152856,0
1.879600791419166,1.760561856570764,1.90507897226336,1.922449244061716,1.9023910424509347,1.92112777402864,1.9148709638026715,1.8593070770162496,0
1.808220718033684,1.8012226500956054,1.7538116149798126,1.8800662348371304,1.871325666687212,1.8735703043585408,1.930298432983793,1.8059854026529287,1
-1.0612976121386604,-0.9444546774833722,-1.09402071399677,-0.989625921909524,-1.3529518823580302,-0.7117936442050197,-0.7949993139860735,-0.8817793740783969,1
1.8305274925036032,1.976829426158067,2.022472591682289,1.897489343350916,1.847655968925718,1.813752656696428,1.816714124343552,1.7297195354549373,1
1.781065126575912,1.6056822276127551,1.8690952588154504,1.298808726711004,1.4379124564096364,1.460050444619185,1.831006058293077,1.5892113670280492,0
1.0260857880423124,1.0090766509896667,1.0045058892410537,1.148241804904958,0.0,1.1108425191126303,1.1200954341051612,1.011438324646918,1
1.0680432412080156,1.0198929355112176,1.0417387576841066,1.01772793237925,1.0191374960892257,1.0367766164790184,1.013230236291364,1.0126188439222747,0
1.793353362935734,1.7945848383282603,1.733586781336066,1.8735986389352035,1.8639989410356888,1.866194117765346,1.9280865039533208,1.8007376745612025,1
1.7937929207941097,1.970594300011544,2.0187755820625264,1.870745127656105,1.811258643430693,1.7752477350383136,1.77939772247787,1.68239719358345,1
1.3914683609535452,1.5566416979624838,1.4553877925808936,1.7306193591631427,1.4202529414671023,1.7455187980690785,1.5560755483666493,1.6131337966863657,0
1.833659510312952,1.8923156028014585,1.869078400562752,1.766809082792104,1.72813540581882,1.7766836521133635,1.8323911232929264,1.878172006743129,1
1.6281559800670675,1.9740186822908303,2.014044654660108,1.8145938014125045,1.6970011254779402,1.5950393822483977,1.625160807266644,1.4520722933671204,1
-0.9600425640676592,-0.8679010598534916,-0.9711091833740364,-0.9093932414726572,-1.182178209891543,-0.6959882623482018,-0.7687425062081032,-0.8462698533040259,1
-1.287892346295166,-1.0577088574323514,-1.1482160468085345,-1.1546744550443069,-1.0998414692457923,-1.0706767052453652,-1.2032869725295054,-1.102648790765008,0
1.331507812925753,1.3282146660142826,1.3331857255509256,1.197387104794312,1.2518062416403042,1.20718467379091,1.230872980227607,1.2444065684316925,0
1.9756722524943289,1.9859568228768256,1.9715850267047863,1.9866992669611767,1.9865276840948185,1.9878413073517447,1.9859150769386933,1.9816218627867628,0
1.741968189320552,1.7813060463234038,1.7752075436410286,1.7330265436365184,1.7713947326618271,1.7522459960015968,1.773108202028088,1.7353146426715118,1
1.968205351198612,1.975134667585125,1.9604568318065827,1.9756389247691768,1.975672246299825,1.9755863380711736,1.9756803451178908,1.9757893031887448,0
1.975448347064937,2.0655156593893635,2.16925135957046,1.7682837440350554,1.867344223492413,1.6819731648803642,2.2101139267349814,2.2199911519048965,0
1.0155575951368288,1.005017122294813,1.0011377071474243,1.0660463901610586,0.0,1.0411098598283894,1.18501290659794,1.0011900638213709,1
1.053963326830084,1.0237350108010417,1.0855734320974206,1.0212666059804454,1.0569921893461276,1.0426686664471756,1.083313244356937,1.015621184715482,0
1.9568023475264784,1.9589459241958649,1.9550103858921817,1.959435867937234,1.959425824438772,1.9598198762055623,1.9597194069739703,1.9597867177888668,0
1.7637810332462256,1.8187162274077169,1.7629532856618375,1.908057685549258,1.80828718555528,1.919358424938544,1.8566686240333508,1.8766611672889764,0
1.1886407004238189,1.354463780935219,1.2574106121049948,1.2947763303693571,1.0969501910469577,1.2642003784604492,1.194478307310465,1.185693266181398,0
1.7069683049533857,1.625885841115342,1.8272814618749789,1.3935981141629352,1.4383519741638489,1.4001287264458917,1.7232338496229185,1.4555064957085655,1
-0.9962951615884588,-0.8994382658334056,-1.0094698619427518,-0.942439748433454,-1.2306210077885211,-0.717518282402159,-0.7932489998020551,-0.8737926488157725,1
1.0295214143633762,1.984166381458916,1.2153127371189718,0.0,1.9841322938964008,1.1070290716824087,1.4321293910535215,1.1300197742053653,1
1.3136400106184634,1.2989696003728115,1.3270211902468207,1.1155767136142434,1.123153861279412,1.0947264124355536,1.1245192946018292,1.127621000718685,0
1.974036366797943,1.9741696531123432,1.964857635863704,1.9843084354283136,1.9838699389805337,1.9858608819876729,1.98315945178253,1.9781787363526049,0
-1.1635386253934883,-0.8708231168252445,-0.9835259102095568,-0.9797566415858594,-0.950676055675832,-0.9380179114409222,-1.0296266228596838,-1.11548596665701,0
1.0076166453425313,1.0012380486915298,1.001041043276552,1.0427253286488731,0.0,1.0164671467056932,1.1845085301733482,1.0000737935259394,1
2.1421248614770625,2.069575720243605,1.695647375708452,1.6765068740987166,2.1346032205936765,1.4393744625453555,1.7885684720489556,1.606121027153784,1
1.0689097705616948,1.0275420178207526,1.2895621340136143,1.126597747624655,1.1757511851605469,1.1738153840533143,1.1006299928819725,1.095416854804465,0
1.659136696560077,1.7523084310897312,1.6714270871492043,1.861915691513093,1.721427392530558,1.887480275892032,1.7906955722599998,1.822956485399581,0
1.8229558756424613,1.7235076323810068,1.950085749119164,1.858735730784984,1.910995466855527,1.9139474172206936,1.8553324195945613,1.904895634123542,0
1.8264566632264911,1.6778283529980629,1.8487814387693136,1.874270240168972,1.8436734482303048,1.873460941343739,1.863951449023905,1.783367014515691,0
1.75670167162321,1.7994549182496071,1.7927003656606142,1.7488460160622563,1.7963794884497015,1.7728964635169888,1.794537153420461,1.755698052925777,1
1.890353124812833,2.0016034661136266,2.033556076398397,1.961108647538879,1.9306624216915045,1.9041367259451267,1.9126638970871968,1.8930156493833168,1
1.0453386445794624,1.0182618551801923,1.066716752050168,1.0167532459651076,1.0453329080260636,1.0371178013304154,1.0589359524831303,1.0146298970450889,0
1.1273107297193217,1.2970226129067668,1.4697430497281558,1.212985556993894,1.3753034777403483,1.4665495737702898,1.3134033420545184,1.846541192232209,0
1.4864848602222929,1.5106194130685289,1.3839225689339434,1.8523702006197744,1.806557134999192,1.818843681346621,1.9975181477180664,1.5344513376741933,1
1.0779799633299894,1.9950949597839367,1.1396337610255125,0.0,1.9950857620303688,1.1643226963107831,1.3713165036865775,1.4198900299887796,1
1.0631632906835995,1.993418801328024,1.1511004067408783,0.0,1.993447018215294,1.1479472683978604,1.3685753318424316,1.3459808196285028,1
1.0275765113276174,1.0075105294108433,1.0041271658284745,1.130267265462067,0.0,1.0976187606519612,1.1288656574071891,1.0069332885857825,1
1.0254133446424016,1.0094468419563216,1.004462739011224,1.1576873435662436,0.0,1.1146592801215955,1.1190254344899806,1.0133751997626474,1
1.061368902787028,1.0244760837631626,1.283937112647326,1.1186757799273448,1.1648441714082065,1.1632211469497526,1.089943608071282,1.0901346050733602,0
1.2955379540204903,1.3137185205284063,1.894082122294113,1.3047826209568485,1.292827065968736,1.2840882147462784,1.285472053878153,1.2063395040851392,1
1.294118151453583,1.2471591258639878,1.764771876537748,1.464212154038872,1.6705933873770948,1.6784605765396865,1.3502444586935265,1.625590784381117,0
1.1357886060503983,1.0380357583731596,1.0655143418121793,1.0328494609158538,1.0191588137945056,1.060854889644366,1.0115125284108946,1.01625057478084,0
1.0248676138751711,1.009832865384835,1.004413991744804,1.1670689497399958,0.0,1.1178473038574566,1.1188755864139968,1.0151015928379568,1
1.985655008341651,1.9860017742169689,1.963446071813602,1.996885288206062,1.9962921382181784,1.996857341809236,1.996253874272697,1.9957017966859247,0
1.5234734929959035,1.6585921988895909,1.5561969288684698,1.793850282117975,1.5838799197652016,1.8296543124505336,1.6849959907943506,1.7402928688689767,0
1.0585156912900493,1.0537482593366312,1.219000962569167,1.0380272365026426,1.0309966580825816,1.037205517424175,1.020845261446408,1.027250051981725,0
1.0486662024274582,1.0202066127638905,1.259572744296787,1.1030725711353038,1.142494702958592,1.1438627701174915,1.0747342409561942,1.0815497639550549,0
1.807597721293312,1.868930410037428,1.845980014433574,1.737360593089214,1.687811293115357,1.7330625490410954,1.8016989570581536,1.7644084909937203,1
1.0217347201816989,1.0060678398734155,1.0021948158695604,1.0867537014593962,0.0,1.06161508324138,1.1535934127886365,1.0028053540773023,1
1.7458991795557046,1.807208401762407,1.7467742406482063,1.9013979170304025,1.79427369846993,1.9122407644151007,1.8464390692550088,1.8683219023767963,0
1.8882123542944929,1.77679307886223,1.910149446009686,1.92760022803032,1.9091620296870693,1.9264047783534444,1.9207400788279367,1.871209558310285,0
2.2590090253231536,2.081856926088074,1.901929720345704,1.991235616396291,2.2000644193750056,1.858791928715064,2.1140966942786608,1.9893099413078743,1
1.9880647611168747,1.9864080940209072,1.9657483879925648,1.9976579150643985,1.9969922402427367,1.9975590408350508,1.9972300579893945,1.9968246099854567,0
1.0100993798738576,1.0026082456319578,1.001368567932951,1.0617615046205269,0.0,1.0281903920894742,1.2549814934900951,1.0003088212145024,1
1.704366428920277,1.7507073484759643,1.7396369723995568,1.6971194884374343,1.7261603850539873,1.7152109845518364,1.7265542221972254,1.6893663418220857,1
1.8742421892781864,1.9932002495552217,2.0306025282625937,1.9520566553398824,1.920640527771055,1.8941479314943404,1.9013370087979315,1.86740083238498,1
1.9344480251840788,1.9488280666544395,1.9446282302433544,1.939652192332053,1.9405906193679825,1.939638999378968,1.940138537794751,1.9408516239642024,0
1.7212411573295396,1.7274789434543951,1.6266951725263823,1.834663716272636,1.821085788725185,1.822545761680945,1.9110157752722667,1.765445770665511,1
1.6883759713968154,1.5157400105016243,1.921712679277468,1.7732850577410255,1.859086120374792,1.864208928412066,1.7505892498956963,1.84871344070986,0
-1.1635386253934883,-0.8708231168252445,-0.9835259102095568,-0.9797566415858594,-0.950676055675832,-0.9380179114409222,-1.0296266228596838,0.0,0
-0.9471485534508683,-0.8296313471643034,-0.99445940170585,-0.8693280976895958,-1.2481655517975363,-0.5843321188488606,-0.6610436281797101,-0.7394408318446802,1
1.8016224009147623,1.6372139826147027,1.8142781574124949,1.8528146457158448,1.8152650682289,1.8494838621805056,1.837944776779404,1.7379659558332474,0
2.458101067859465,2.449490665962458,2.443488394760764,2.47913554697844,2.479238214567475,2.482684442620823,2.474229492037563,2.4656037467863667,0
1.6393089371147482,1.7157799549370163,1.6928995750807396,1.648213815965609,1.6828264567118258,1.6721048994359715,1.684881165021719,1.6299476606507948,1
1.0316301410243836,1.2980823288264467,1.2060362667519977,1.2622946505869064,1.1095543555002407,1.01337113420877,1.2695788220068598,0.2486532811829876,0
1.8436492014972283,2.2677800707616567,2.0212649190263883,2.0385272710918847,1.9075336998140588,1.7727148909877153,1.83280662457927,1.3894271663904554,1
1.045465859628768,1.014359422652235,1.0372531468929125,1.0128670893489566,1.0224018871939624,1.0294245821987724,1.0180308961756497,1.012944818602432,0
1.5780572094873813,1.6759602085171237,1.6350346926622277,1.6058580468606518,1.6238702866406498,1.6157627624402475,1.6292144822975725,1.5631211067596409,1
